No.,Company Name,Logo/Brand,Sponsor Type,Hall,pavilion no.,Originator Country,Representatives,Basic introduction,News/Recent Outstanding Achievement/Applications and Project References,Type of Industry,Hydrogen-focused business,Website,Form of Contacts,Highlighted Info,Unknown,Source_Sheet,Img_Logo,Img_Rep,Img_NewsProj,Img_Contact,Img_Highlight
19,Twinning Energy,-,Exhibitors,A,94,Netherlands,-,"We can arrange this for you at Twinning Energy! We have already entered into various collaborations with car brands active in sustainable mobility, such as Toyota and Hyundai. Hydrogen vehicles from these brands are therefore quickly available. Other car brands such as BMW are busy testing to join the energy transition and the Renault Master will soon also be available in various versions. In addition, conversion of existing vehicles is possible. You can also contact us for these vehicles!",-,"Renewable Energy, Hydrogen Filling Station","Refueling Station, Hydrogen",https://twinningenergy.nl/,Website; Tel: +31 (0)343 – 745 697; E: info@twinningenergy.nl,-,-,T,Twinning Energy_Logo_Image_1142.png,Twinning Energy_Rep_Image_1143.png,Twinning Energy_NewsProj_Image_1144.png,,Twinning Energy_Highlight_Image_1145.png
1,VALLOUREC TUBES,-,Exhibitors,E,30,France,-,"Vallourec Tubes, a subsidiary of Vallourec S.A., specializes in providing high-quality tubular solutions for various industries, including oil and gas, power generation, industrial applications, and low-carbon energy. The company designs, manufactures, and services seamless tubes and connections that are critical for high-pressure, high-temperature, and corrosive environments.","Vallourec is actively involved in the energy transition and hydrogen sector. They have developed the Delphy hydrogen storage solution and are committed to supporting hydrogen infrastructure projects, contributing to the global shift towards sustainable energy sources.","Manufacturing of seamless steel tubes and related tubular solutions.

",Hydrogen Production Equipment Manaufacturers and its apparatus,www.vallourec.com​ ,contact@vallourec.com.,"Vallourec's Delphy hydrogen storage solution is part of their innovative approach to supporting the hydrogen economy. Their tubular products are designed to meet the stringent requirements of hydrogen production and storage, ensuring safety and efficiency.",-,V,VALLOUREC TUBES_Logo_Image_1146.png,VALLOUREC TUBES_Rep_Image_1147.png,,,
2,Valmet Automation,-,Exhibitors,B,64,Finland,-,"Valmet Automation is a division of Valmet Corporation, specializing in providing process technologies, automation, and services primarily for the pulp, paper, and energy industries. The company offers a broad range of automation systems and flow control solutions that enhance productivity and efficiency in industrial operations.

","Valmet Automation is involved in various projects that support sustainable energy solutions, including technologies related to biomass and bioenergy production, which align with the broader energy transition initiatives.

","Industrial automation and process technology.

",Green Field of Energy/ Start-up/Innovative Technology/AI Technology , www.valmet.com​,"Keilasatama 5 / PO Box 11
FI-02150 ESPOO, FINLAND
Telephone number: 
+358 (0)10 672 0000

vincent.vanheun@valmet.com","Valmet is known for its strong commitment to sustainability and innovation. Their automation systems help industries improve operational efficiency, reduce emissions, and achieve cost savings. Valmet’s comprehensive service offerings include maintenance, upgrades, cybersecurity, and lifecycle services to ensure the longevity and performance of their automation systems​ ",-,V,Valmet Automation_Logo_Image_1148.png,Valmet Automation_Rep_Image_1149.png,,,
3,Van Leeuwen Pipe & Tube,-,Exhibitors,B,14,Netherlands,-,"Van Leeuwen Pipe & Tube Group, founded in 1924, is an international industrial distributor of steel pipes, valves, and fittings. The company provides a wide range of products, including round tubes, hollow sections, pipe components, bar steels, gaskets, valves, beams, and various services such as testing, material inspections, and project management","Van Leeuwen is involved in the energy transition, including the hydrogen sector. Their extensive product range and expertise support the development of hydrogen infrastructure by providing essential components and solutions for the safe and efficient handling of hydrogen.

","Industrial distribution of steel pipes and related components.

",Hydrogen Production Equipment Manaufacturers and its apparatus,www.vanleeuwen.com.,"info@vanleeuwen.com.

dverheij@vanleeuwen.nl","Van Leeuwen is known for its extensive global network, operating in over 30 countries with around 77 branches and warehouses. They provide a comprehensive range of services, including cutting, coating, and logistics, to ensure products meet customer specifications. Their commitment to innovation and quality has established them as a trusted partner in the steel pipe and tube industry.",-,V,Van Leeuwen Pipe  Tube_Logo_Image_1150.png,Van Leeuwen Pipe  Tube_Rep_Image_1151.png,,,
4,Vattenfall,-,Exhibitors,C,154,Germany,-,"Vattenfall is a major European energy company and one of the largest producers and retailers of electricity and heat. Established over 100 years ago, the company is wholly owned by the Swedish state and headquartered in Solna, Sweden. Vattenfall operates in key markets such as Sweden, Germany, the Netherlands, Denmark, and the UK.",Vattenfall is actively involved in hydrogen technology projects. They are part of the HYBRIT project in collaboration with SSAB and LKAB to develop the world's first fossil-free steelmaking technology using hydrogen instead of coal. This project aims to significantly reduce CO2 emissions in steel production.,Energy Production and Distribution.,Hydrogen Production Equipment Manaufacturers and its apparatus, www.vattenfall.com​,info@vattenfall.com.,"Vattenfall’s participation in the HYBRIT project marks a significant step towards decarbonizing the steel industry. By replacing coal with hydrogen in the steelmaking process, the project aims to achieve fossil-free steel production by 2045.",-,V,Vattenfall_Logo_Image_1152.png,Vattenfall_Rep_Image_1153.png,,,
5,VDMA (German Pavilion),-,Exhibitors,C,82,Germany,-,"The VDMA (Verband Deutscher Maschinen- und Anlagenbau - German Mechanical Engineering Industry Association) represents over 3,300 German and European companies in the mechanical engineering industry. The organization provides services such as advocacy, networking, and market intelligence to support its members.

","VDMA actively supports the hydrogen economy through its dedicated sector ""VDMA Hydrogen and Fuel Cells,"" which promotes the development and application of hydrogen technologies across various industries. They organize participation in international trade fairs under the German Pavilion to showcase German advancements in hydrogen technology.",Industrial association for the mechanical engineering sector.,Hydrogen Production Equipment Manaufacturers and its apparatus, www.vdma.org.,info@vdma.org.,"VDMA is a key player in promoting hydrogen technologies, facilitating collaboration among companies, and supporting the transition to sustainable energy solutions. They provide platforms for member companies to display their innovations in hydrogen at global trade fairs.",-,V,VDMA German Pavilion_Logo_Image_1154.png,,,,
6,VDMA P2X4A,-,Exhibitors,C,82,Germany,-,"The VDMA (Verband Deutscher Maschinen- und Anlagenbau) Power-to-X for Applications (P2X4A) platform is a cross-industry initiative aimed at promoting the development and application of Power-to-X (P2X) technologies. These technologies convert renewable electricity into other forms of energy carriers, such as hydrogen or synthetic fuels, enabling the large-scale use of renewable energy across various sectors like heat, mobility, and industry.","The VDMA P2X4A platform plays a significant role in advancing hydrogen technologies. It brings together expertise from different industries to support hydrogen production, storage, and application projects. For example, VDMA actively participates in the European Hydrogen Bank initiatives, which fund large-scale hydrogen projects in the EU​",Cross-industry platform for Power-to-X and hydrogen technologies.,Green Field of Energy/ Start-up/Innovative Technology/AI Technology ,https://www.vdma.org/association, Stephanie.Smieja@vdma.org,"VDMA P2X4A supports the hydrogen economy by fostering innovation and collaboration among stakeholders from various sectors, including automotive, chemical, and energy industries. The platform organizes events and conferences, such as the annual #P2X Conference, to discuss and promote the latest developments in hydrogen and P2X technologies​ ",-,V,VDMA P2X4A_Logo_Image_1155.png,VDMA P2X4A_Rep_Image_1156.png,,,
7,VEGA GRIESHABER KG,-,Exhibitors,A,36,Germany,-,"VEGA Grieshaber KG is a globally active manufacturer of process instrumentation, specializing in level, point level, and pressure measurement technologies. Founded in 1959 in the Black Forest, Germany, the company is known for its innovative and reliable solutions in the field of measurement technology.","VEGA's measurement technology, particularly their sensors, is crucial for various applications in the hydrogen sector. These technologies ensure safe and efficient monitoring of hydrogen levels and pressure in storage tanks and pipelines.","Manufacturing and Industrial, specifically focusing on process instrumentation for level, pressure, and point level measurement.",Hydrogen Production Equipment Manaufacturers and its apparatus,www.vega.com,"info.de@vega.com.

r.bonath@vega.com","VEGA’s advanced measurement solutions are integral to the safe handling and processing of hydrogen, which is essential for the growing hydrogen economy. Their sensors provide precise data necessary for maintaining safety and efficiency in hydrogen applications.",-,V,VEGA GRIESHABER KG_Logo_Image_1157.png,VEGA GRIESHABER KG_Rep_Image_1158.png,,,
8,Veolia Water Technologies UK,-,Exhibitors,A,32,United Kingdom,-,"Veolia Water Technologies UK specializes in water and wastewater treatment solutions, resource recovery, and energy generation. The company offers a wide range of products and services, including water treatment equipment, water purification systems, and sustainable recovery solutions. As part of the global Veolia Group, Veolia Water Technologies leverages extensive industry expertise and innovative technologies to support various sectors.","Veolia Water Technologies UK has been recognized for its outstanding service delivery, particularly in its partnership with Total Bitumen, where they provided water treatment, chemicals, and compliance testing services. They also offer advanced solutions like the Memthane® system for maximizing renewable energy production and high-quality effluent treatment, and the IDRAFLOT® Dissolved Air Flotation System for optimal wastewater clarification","Water and Wastewater Treatment, Environmental Services.

",Hydrogen Production Equipment Manaufacturers and its apparatus,www.veoliawatertechnologies.co.uk,jason.mcinerney@veolia.com,"Veolia Water Technologies UK provides a comprehensive range of water treatment solutions, including advanced filtration, reverse osmosis, and biological treatment systems. They emphasize sustainable water management practices to optimize resource use and reduce environmental impact. Their services cover everything from water treatment plant design and construction to maintenance and digital optimization through their Hubgrade Digital Services​ ",-,V,Veolia Water Technologies UK_Logo_Image_1159.png,Veolia Water Technologies UK_Rep_Image_1160.png,,,
9,Vögtlin Instruments,-,Exhibitors,A,14,Switzerland,-,"Vögtlin Instruments GmbH, founded in 1986, is a Swiss developer specializing in precision flow instrumentation. The company manufactures high-quality thermal mass flow meters and mass flow controllers for gases. Their products are used for various industrial applications, providing reliable and accurate measurements to optimize processes.","Vögtlin Instruments recently expanded their product lineup to include the red-y smart series and red-y compact series, which feature high-precision mass flow meters and controllers for gases. They also introduced the d-flux multi series, a multi-parameter mass flow meter and controller designed for high-speed and flexible operations. Vögtlin Instruments has participated in events such as the World Hydrogen Fair, showcasing their solutions for the hydrogen industry.","Industrial Automation and Instrumentation, specifically focusing on gas flow measurement and control.",Hydrogen Production Equipment Manaufacturers and its apparatus,www.voegtlin.com,info@voegtlin.com,"Vögtlin Instruments is known for its innovative and precise flow measurement technologies. Their mass flow meters and controllers are equipped with digital and analog interfaces, IP67 protection, and ATEX certification, ensuring their suitability for a wide range of industrial applications. The company's products, such as the red-y smart and compact series, offer advanced features like multi-gas compatibility, built-in displays, and high accuracy. Vögtlin's solutions are designed to optimize and simplify gas flow control processes across various industries.",-,V,Vögtlin Instruments_Logo_Image_1161.png,Vögtlin Instruments_Rep_Image_1162.png,,,
10,VONK,-,Exhibitors,A,78,Netherlands,-,"VONK is an international solution provider specializing in Power Conversion, Electrical & Instrumentation (E&I), and Control & Automation (C&A) challenges. The company offers innovative and sustainable solutions for complex industrial projects across various sectors, including energy, oil & gas, (petro)chemical, manufacturing, and defense.","VONK has been actively involved in the energy transition, focusing on large-scale green hydrogen projects. One notable project is providing power supply solutions for over 2GW of electrolyser capacity, crucial for the expansion of green hydrogen production. They have also launched the Neya brand to deliver cutting-edge power supplies specifically designed for large-scale electrolysers in the hydrogen industry","Energy Solutions, Power Conversion, Electrical & Instrumentation, and Control & Automation.",Hydrogen Production Equipment Manaufacturers and its apparatus,www.iivonk.com,"info@iivonk.com.

jan.vanlosser@iivonk.com",VONK is recognized for its expertise in developing customized power conversion solutions and its commitment to supporting the energy transition. They provide specialized containerized solutions for complex brownfield settings and have a strong reputation in the defense and nuclear sectors. Their focus on high reliability and integration characteristics makes them a key player in industrial power supply and control solutions​,-,V,VONK_Logo_Image_1163.png,VONK_Rep_Image_1164.png,,,
